State,County,MEDIAN_AGE_TOT
Alabama,Autauga County,39.3
Alabama,Baldwin County,43.6
Alabama,Barbour County,40.9
Alabama,Bibb County,40.0
Alabama,Blount County,41.0
Alabama,Bullock County,39.5
Alabama,Butler County,42.1
Alabama,Calhoun County,40.2
Alabama,Chambers County,43.1
Alabama,Cherokee County,47.4
Alabama,Chilton County,39.8
Alabama,Choctaw County,46.8
Alabama,Clarke County,42.9
Alabama,Clay County,44.7
Alabama,Cleburne County,42.9
Alabama,Coffee County,39.4
Alabama,Colbert County,42.3
Alabama,Conecuh County,45.6
Alabama,Coosa County,49.5
Alabama,Covington County,43.4
Alabama,Crenshaw County,42.0
Alabama,Cullman County,40.9
Alabama,Dale County,38.1
Alabama,Dallas County,40.7
Alabama,DeKalb County,40.1
Alabama,Elmore County,39.2
Alabama,Escambia County,40.1
Alabama,Etowah County,42.0
Alabama,Fayette County,43.9
Alabama,Franklin County,39.0
Alabama,Geneva County,43.5
Alabama,Greene County,44.0
Alabama,Hale County,40.8
Alabama,Henry County,45.3
Alabama,Houston County,40.0
Alabama,Jackson County,44.0
Alabama,Jefferson County,37.9
Alabama,Lamar County,44.6
Alabama,Lauderdale County,41.6
Alabama,Lawrence County,43.0
Alabama,Lee County,32.8
Alabama,Limestone County,40.0
Alabama,Lowndes County,42.4
Alabama,Macon County,39.9
Alabama,Madison County,38.6
Alabama,Marengo County,41.7
Alabama,Marion County,44.3
Alabama,Marshall County,38.9
Alabama,Mobile County,38.1
Alabama,Monroe County,44.1
Alabama,Montgomery County,36.8
Alabama,Morgan County,40.8
Alabama,Perry County,39.2
Alabama,Pickens County,41.9
Alabama,Pike County,31.4
Alabama,Randolph County,44.0
Alabama,Russell County,37.2
Alabama,St. Clair County,40.4
Alabama,Shelby County,39.8
Alabama,Sumter County,36.0
Alabama,Talladega County,41.4
Alabama,Tallapoosa County,45.6
Alabama,Tuscaloosa County,33.6
Alabama,Walker County,42.2
Alabama,Washington County,43.0
Alabama,Wilcox County,40.7
Alabama,Winston County,45.6
Alaska,Aleutians East Borough,44.4
Alaska,Aleutians West Census Area,42.0
Alaska,Anchorage Municipality,34.4
Alaska,Bethel Census Area,27.6
Alaska,Bristol Bay Borough,42.2
Alaska,Denali Borough,40.0
Alaska,Dillingham Census Area,30.1
Alaska,Fairbanks North Star Borough,31.9
Alaska,Haines Borough,48.9
Alaska,Hoonah-Angoon Census Area,50.3
Alaska,Juneau City and Borough,38.5
Alaska,Kenai Peninsula Borough,41.1
Alaska,Ketchikan Gateway Borough,39.7
Alaska,Kodiak Island Borough,34.5
Alaska,Kusilvak Census Area,23.6
Alaska,Lake and Peninsula Borough,34.7
Alaska,Matanuska-Susitna Borough,36.0
Alaska,Nome Census Area,28.5
Alaska,North Slope Borough,34.8
Alaska,Northwest Arctic Borough,27.7
Alaska,Petersburg Borough,42.9
Alaska,Prince of Wales-Hyder Census Area,42.5
Alaska,Sitka City and Borough,39.7
Alaska,Skagway Municipality,40.6
Alaska,Southeast Fairbanks Census Area,38.4
Alaska,Valdez-Cordova Census Area,39.1
Alaska,Wrangell City and Borough,49.3
Alaska,Yakutat City and Borough,44.9
Alaska,Yukon-Koyukuk Census Area,35.8
Arizona,Apache County,35.6
Arizona,Cochise County,41.8
Arizona,Coconino County,31.1
Arizona,Gila County,50.5
Arizona,Graham County,33.6
Arizona,Greenlee County,34.5
Arizona,La Paz County,57.0
Arizona,Maricopa County,36.9
Arizona,Mohave County,52.9
Arizona,Navajo County,38.2
Arizona,Pima County,39.1
Arizona,Pinal County,40.0
Arizona,Santa Cruz County,37.6
Arizona,Yavapai County,54.7
Arizona,Yuma County,35.0
Arkansas,Arkansas County,42.3
Arkansas,Ashley County,43.2
Arkansas,Baxter County,52.2
Arkansas,Benton County,35.7
Arkansas,Boone County,42.1
Arkansas,Bradley County,40.8
Arkansas,Calhoun County,45.8
Arkansas,Carroll County,45.1
Arkansas,Chicot County,43.8
Arkansas,Clark County,33.0
Arkansas,Clay County,43.7
Arkansas,Cleburne County,49.3
Arkansas,Cleveland County,44.4
Arkansas,Columbia County,35.7
Arkansas,Conway County,42.4
Arkansas,Craighead County,34.3
Arkansas,Crawford County,39.4
Arkansas,Crittenden County,35.8
Arkansas,Cross County,41.1
Arkansas,Dallas County,46.1
Arkansas,Desha County,40.0
Arkansas,Drew County,37.3
Arkansas,Faulkner County,33.6
Arkansas,Franklin County,42.1
Arkansas,Fulton County,48.0
Arkansas,Garland County,45.5
Arkansas,Grant County,41.5
Arkansas,Greene County,38.3
Arkansas,Hempstead County,39.7
Arkansas,Hot Spring County,42.1
Arkansas,Howard County,38.6
Arkansas,Independence County,39.1
Arkansas,Izard County,48.2
Arkansas,Jackson County,40.4
Arkansas,Jefferson County,39.3
Arkansas,Johnson County,37.9
Arkansas,Lafayette County,48.3
Arkansas,Lawrence County,41.0
Arkansas,Lee County,41.7
Arkansas,Lincoln County,39.3
Arkansas,Little River County,42.8
Arkansas,Logan County,43.8
Arkansas,Lonoke County,36.8
Arkansas,Madison County,41.7
Arkansas,Marion County,52.8
Arkansas,Miller County,39.3
Arkansas,Mississippi County,36.6
Arkansas,Monroe County,47.3
Arkansas,Montgomery County,50.9
Arkansas,Nevada County,43.5
Arkansas,Newton County,49.1
Arkansas,Ouachita County,43.6
Arkansas,Perry County,43.4
Arkansas,Phillips County,39.6
Arkansas,Pike County,43.7
Arkansas,Poinsett County,40.1
Arkansas,Polk County,44.6
Arkansas,Pope County,36.2
Arkansas,Prairie County,46.8
Arkansas,Pulaski County,37.7
Arkansas,Randolph County,40.2
Arkansas,St. Francis County,39.1
Arkansas,Saline County,40.0
Arkansas,Scott County,43.2
Arkansas,Searcy County,48.5
Arkansas,Sebastian County,38.0
Arkansas,Sevier County,34.9
Arkansas,Sharp County,47.9
Arkansas,Stone County,50.2
Arkansas,Union County,40.3
Arkansas,Van Buren County,49.2
Arkansas,Washington County,32.3
Arkansas,White County,38.0
Arkansas,Woodruff County,45.4
Arkansas,Yell County,40.5
California,Alameda County,37.9
California,Alpine County,49.9
California,Amador County,50.3
California,Butte County,36.8
California,Calaveras County,51.9
California,Colusa County,35.3
California,Contra Costa County,40.0
California,Del Norte County,40.1
California,El Dorado County,46.5
California,Fresno County,32.7
California,Glenn County,36.0
California,Humboldt County,38.9
California,Imperial County,32.7
California,Inyo County,45.1
California,Kern County,32.0
California,Kings County,32.0
California,Lake County,45.2
California,Lassen County,37.9
California,Los Angeles County,37.1
California,Madera County,34.5
California,Marin County,47.5
California,Mariposa County,52.2
California,Mendocino County,43.8
California,Merced County,31.3
California,Modoc County,49.0
California,Mono County,40.7
California,Monterey County,34.9
California,Napa County,42.2
California,Nevada County,50.8
California,Orange County,38.6
California,Placer County,42.3
California,Plumas County,52.3
California,Riverside County,36.2
California,Sacramento County,36.6
California,San Benito County,36.1
California,San Bernardino County,33.8
California,San Diego County,36.4
California,San Francisco County,38.3
California,San Joaquin County,34.6
California,San Luis Obispo County,40.1
California,San Mateo County,39.9
California,Santa Barbara County,34.1
California,Santa Clara County,37.3
California,Santa Cruz County,38.4
California,Shasta County,41.6
California,Sierra County,55.2
California,Siskiyou County,47.7
California,Solano County,38.5
California,Sonoma County,42.8
California,Stanislaus County,34.4
California,Sutter County,36.2
California,Tehama County,40.5
California,Trinity County,52.3
California,Tulare County,31.5
California,Tuolumne County,48.5
California,Ventura County,38.7
California,Yolo County,31.3
California,Yuba County,33.4
Colorado,Adams County,34.2
Colorado,Alamosa County,31.8
Colorado,Arapahoe County,36.8
Colorado,Archuleta County,51.1
Colorado,Baca County,44.5
Colorado,Bent County,41.3
Colorado,Boulder County,37.0
Colorado,Broomfield County,38.1
Colorado,Chaffee County,48.4
Colorado,Cheyenne County,40.8
Colorado,Clear Creek County,49.0
Colorado,Conejos County,39.6
Colorado,Costilla County,50.1
Colorado,Crowley County,39.2
Colorado,Custer County,57.9
Colorado,Delta County,48.4
Colorado,Denver County,34.7
Colorado,Dolores County,49.7
Colorado,Douglas County,38.9
Colorado,Eagle County,38.6
Colorado,Elbert County,45.7
Colorado,El Paso County,34.6
Colorado,Fremont County,44.7
Colorado,Garfield County,37.4
Colorado,Gilpin County,48.2
Colorado,Grand County,44.5
Colorado,Gunnison County,35.8
Colorado,Hinsdale County,54.1
Colorado,Huerfano County,55.6
Colorado,Jackson County,47.9
Colorado,Jefferson County,40.2
Colorado,Kiowa County,43.8
Colorado,Kit Carson County,39.8
Colorado,Lake County,37.2
Colorado,La Plata County,41.3
Colorado,Larimer County,36.4
Colorado,Las Animas County,46.5
Colorado,Lincoln County,38.8
Colorado,Logan County,38.9
Colorado,Mesa County,40.2
Colorado,Mineral County,55.3
Colorado,Moffat County,37.9
Colorado,Montezuma County,44.6
Colorado,Montrose County,45.2
Colorado,Morgan County,35.8
Colorado,Otero County,39.9
Colorado,Ouray County,53.6
Colorado,Park County,51.4
Colorado,Phillips County,43.2
Colorado,Pitkin County,45.7
Colorado,Prowers County,37.5
Colorado,Pueblo County,39.6
Colorado,Rio Blanco County,38.1
Colorado,Rio Grande County,41.2
Colorado,Routt County,42.1
Colorado,Saguache County,48.2
Colorado,San Juan County,51.9
Colorado,San Miguel County,42.5
Colorado,Sedgwick County,47.7
Colorado,Summit County,39.5
Colorado,Teller County,50.8
Colorado,Washington County,42.4
Colorado,Weld County,34.8
Colorado,Yuma County,37.7
Colorado,Adams County,34.2
Colorado,Alamosa County,31.8
Colorado,Arapahoe County,36.8
Colorado,Archuleta County,51.1
Colorado,Baca County,44.5
Colorado,Bent County,41.3
Colorado,Boulder County,37.0
Colorado,Broomfield County,38.1
Colorado,Chaffee County,48.4
Colorado,Cheyenne County,40.8
Colorado,Clear Creek County,49.0
Colorado,Conejos County,39.6
Colorado,Costilla County,50.1
Colorado,Crowley County,39.2
Colorado,Custer County,57.9
Colorado,Delta County,48.4
Colorado,Denver County,34.7
Colorado,Dolores County,49.7
Colorado,Douglas County,38.9
Colorado,Eagle County,38.6
Colorado,Elbert County,45.7
Colorado,El Paso County,34.6
Colorado,Fremont County,44.7
Colorado,Garfield County,37.4
Colorado,Gilpin County,48.2
Colorado,Grand County,44.5
Colorado,Gunnison County,35.8
Colorado,Hinsdale County,54.1
Colorado,Huerfano County,55.6
Colorado,Jackson County,47.9
Colorado,Jefferson County,40.2
Colorado,Kiowa County,43.8
Colorado,Kit Carson County,39.8
Colorado,Lake County,37.2
Colorado,La Plata County,41.3
Colorado,Larimer County,36.4
Colorado,Las Animas County,46.5
Colorado,Lincoln County,38.8
Colorado,Logan County,38.9
Colorado,Mesa County,40.2
Colorado,Mineral County,55.3
Colorado,Moffat County,37.9
Colorado,Montezuma County,44.6
Colorado,Montrose County,45.2
Colorado,Morgan County,35.8
Colorado,Otero County,39.9
Colorado,Ouray County,53.6
Colorado,Park County,51.4
Colorado,Phillips County,43.2
Colorado,Pitkin County,45.7
Colorado,Prowers County,37.5
Colorado,Pueblo County,39.6
Colorado,Rio Blanco County,38.1
Colorado,Rio Grande County,41.2
Colorado,Routt County,42.1
Colorado,Saguache County,48.2
Colorado,San Juan County,51.9
Colorado,San Miguel County,42.5
Colorado,Sedgwick County,47.7
Colorado,Summit County,39.5
Colorado,Teller County,50.8
Colorado,Washington County,42.4
Colorado,Weld County,34.8
Colorado,Yuma County,37.7
Connecticut,Fairfield County,40.8
Connecticut,Hartford County,40.2
Connecticut,Litchfield County,48.0
Connecticut,Middlesex County,46.2
Connecticut,New Haven County,40.5
Connecticut,New London County,41.6
Connecticut,Tolland County,37.6
Connecticut,Windham County,41.4
Delaware,Kent County,38.1
Delaware,New Castle County,38.9
Delaware,Sussex County,51.0
District of Columbia,District of Columbia,34.2
Florida,Alachua County,32.1
Florida,Baker County,37.2
Florida,Bay County,41.8
Florida,Bradford County,39.8
Florida,Brevard County,47.7
Florida,Broward County,40.8
Florida,Calhoun County,42.0
Florida,Charlotte County,60.1
Florida,Citrus County,57.1
Florida,Clay County,40.0
Florida,Collier County,52.1
Florida,Columbia County,40.5
Florida,DeSoto County,41.2
Florida,Dixie County,46.2
Florida,Duval County,36.6
Florida,Escambia County,37.5
Florida,Flagler County,52.6
Florida,Franklin County,46.3
Florida,Gadsden County,41.8
Florida,Gilchrist County,42.5
Florida,Glades County,47.7
Florida,Gulf County,49.8
Florida,Hamilton County,40.2
Florida,Hardee County,36.1
Florida,Hendry County,35.1
Florida,Hernando County,48.7
Florida,Highlands County,54.4
Florida,Hillsborough County,37.6
Florida,Holmes County,42.5
Florida,Indian River County,54.6
Florida,Jackson County,42.4
Florida,Jefferson County,48.4
Florida,Lafayette County,39.8
Florida,Lake County,47.4
Florida,Lee County,49.3
Florida,Leon County,31.5
Florida,Levy County,47.7
Florida,Liberty County,39.5
Florida,Madison County,43.5
Florida,Manatee County,49.3
Florida,Marion County,48.9
Florida,Martin County,53.1
Florida,Miami-Dade County,40.4
Florida,Monroe County,48.4
Florida,Nassau County,45.9
Florida,Okaloosa County,37.2
Florida,Okeechobee County,41.5
Florida,Orange County,35.7
Florida,Osceola County,36.6
Florida,Palm Beach County,45.2
Florida,Pasco County,44.4
Florida,Pinellas County,48.8
Florida,Polk County,40.2
Florida,Putnam County,45.6
Florida,St. Johns County,44.1
Florida,St. Lucie County,45.8
Florida,Santa Rosa County,39.9
Florida,Sarasota County,57.1
Florida,Seminole County,39.4
Florida,Sumter County,68.1
Florida,Suwannee County,43.2
Florida,Taylor County,42.1
Florida,Union County,39.7
Florida,Volusia County,47.1
Florida,Wakulla County,40.9
Florida,Walton County,44.3
Florida,Washington County,40.8
Georgia,Appling County,39.7
Georgia,Atkinson County,36.6
Georgia,Bacon County,38.6
Georgia,Baker County,47.3
Georgia,Baldwin County,36.1
Georgia,Banks County,41.6
Georgia,Barrow County,36.0
Georgia,Bartow County,38.3
Georgia,Ben Hill County,39.5
Georgia,Berrien County,39.8
Georgia,Bibb County,36.4
Georgia,Bleckley County,38.0
Georgia,Brantley County,40.9
Georgia,Brooks County,44.0
Georgia,Bryan County,34.4
Georgia,Bulloch County,29.2
Georgia,Burke County,38.3
Georgia,Butts County,38.8
Georgia,Calhoun County,40.4
Georgia,Camden County,33.6
Georgia,Candler County,39.7
Georgia,Carroll County,35.1
Georgia,Catoosa County,41.3
Georgia,Charlton County,38.6
Georgia,Chatham County,36.4
Georgia,Chattahoochee County,25.1
Georgia,Chattooga County,40.3
Georgia,Cherokee County,39.5
Georgia,Clarke County,28.8
Georgia,Clay County,48.1
Georgia,Clayton County,32.6
Georgia,Clinch County,38.1
Georgia,Cobb County,37.1
Georgia,Coffee County,36.0
Georgia,Colquitt County,37.2
Georgia,Columbia County,37.1
Georgia,Cook County,38.9
Georgia,Coweta County,39.1
Georgia,Crawford County,44.9
Georgia,Crisp County,40.4
Georgia,Dade County,42.1
Georgia,Dawson County,43.7
Georgia,Decatur County,38.5
Georgia,DeKalb County,36.2
Georgia,Dodge County,42.5
Georgia,Dooly County,45.0
Georgia,Dougherty County,36.2
Georgia,Douglas County,36.8
Georgia,Early County,40.6
Georgia,Echols County,35.9
Georgia,Effingham County,36.0
Georgia,Elbert County,42.8
Georgia,Emanuel County,37.3
Georgia,Evans County,37.5
Georgia,Fannin County,53.6
Georgia,Fayette County,43.3
Georgia,Floyd County,38.2
Georgia,Forsyth County,39.0
Georgia,Franklin County,40.6
Georgia,Fulton County,35.8
Georgia,Gilmer County,48.7
Georgia,Glascock County,43.2
Georgia,Glynn County,42.6
Georgia,Gordon County,38.8
Georgia,Grady County,40.0
Georgia,Greene County,50.9
Georgia,Gwinnett County,35.8
Georgia,Habersham County,40.0
Georgia,Hall County,37.5
Georgia,Hancock County,46.2
Georgia,Haralson County,39.0
Georgia,Harris County,44.0
Georgia,Hart County,44.8
Georgia,Heard County,41.5
Georgia,Henry County,37.3
Georgia,Houston County,35.8
Georgia,Irwin County,39.5
Georgia,Jackson County,38.0
Georgia,Jasper County,41.8
Georgia,Jeff Davis County,37.9
Georgia,Jefferson County,40.0
Georgia,Jenkins County,39.2
Georgia,Johnson County,42.5
Georgia,Jones County,41.3
Georgia,Lamar County,37.9
Georgia,Lanier County,37.1
Georgia,Laurens County,39.3
Georgia,Lee County,37.1
Georgia,Liberty County,28.5
Georgia,Lincoln County,48.0
Georgia,Long County,34.0
Georgia,Lowndes County,30.8
Georgia,Lumpkin County,37.3
Georgia,McDuffie County,39.5
Georgia,McIntosh County,51.3
Georgia,Macon County,40.4
Georgia,Madison County,40.7
Georgia,Marion County,45.8
Georgia,Meriwether County,43.2
Georgia,Miller County,42.8
Georgia,Mitchell County,39.4
Georgia,Monroe County,43.1
Georgia,Montgomery County,39.1
Georgia,Morgan County,43.1
Georgia,Murray County,38.7
Georgia,Muscogee County,34.5
Georgia,Newton County,36.5
Georgia,Oconee County,40.0
Georgia,Oglethorpe County,43.0
Georgia,Paulding County,36.4
Georgia,Peach County,37.6
Georgia,Pickens County,46.0
Georgia,Pierce County,39.8
Georgia,Pike County,40.8
Georgia,Polk County,37.4
Georgia,Pulaski County,45.1
Georgia,Putnam County,47.8
Georgia,Quitman County,53.1
Georgia,Rabun County,50.3
Georgia,Randolph County,45.8
Georgia,Richmond County,34.6
Georgia,Rockdale County,39.1
Georgia,Schley County,41.8
Georgia,Screven County,42.5
Georgia,Seminole County,45.8
Georgia,Spalding County,39.0
Georgia,Stephens County,40.9
Georgia,Stewart County,35.0
Georgia,Sumter County,36.6
Georgia,Talbot County,51.0
Georgia,Taliaferro County,51.1
Georgia,Tattnall County,38.0
Georgia,Taylor County,45.3
Georgia,Telfair County,42.0
Georgia,Terrell County,40.3
Georgia,Thomas County,40.2
Georgia,Tift County,35.9
Georgia,Toombs County,37.3
Georgia,Towns County,54.9
Georgia,Treutlen County,39.0
Georgia,Troup County,37.0
Georgia,Turner County,38.5
Georgia,Twiggs County,47.7
Georgia,Union County,55.8
Georgia,Upson County,41.4
Georgia,Walker County,41.9
Georgia,Walton County,39.0
Georgia,Ware County,38.3
Georgia,Warren County,46.7
Georgia,Washington County,40.4
Georgia,Wayne County,38.3
Georgia,Webster County,48.5
Georgia,Wheeler County,38.6
Georgia,White County,45.4
Georgia,Whitfield County,36.2
Georgia,Wilcox County,40.2
Georgia,Wilkes County,46.2
Georgia,Wilkinson County,42.6
Georgia,Worth County,42.4
Hawaii,Hawaii County,43.1
Hawaii,Honolulu County,38.4
Hawaii,Kalawao County,64.0
Hawaii,Kauai County,42.2
Hawaii,Maui County,41.7
Idaho,Ada County,37.7
Idaho,Adams County,55.5
Idaho,Bannock County,34.5
Idaho,Bear Lake County,39.7
Idaho,Benewah County,46.4
Idaho,Bingham County,34.2
Idaho,Blaine County,44.2
Idaho,Boise County,53.3
Idaho,Bonner County,48.5
Idaho,Bonneville County,33.0
Idaho,Boundary County,44.6
Idaho,Butte County,44.2
Idaho,Camas County,47.2
Idaho,Canyon County,34.2
Idaho,Caribou County,37.2
Idaho,Cassia County,32.6
Idaho,Clark County,39.8
Idaho,Clearwater County,51.3
Idaho,Custer County,53.1
Idaho,Elmore County,32.4
Idaho,Franklin County,34.0
Idaho,Fremont County,38.7
Idaho,Gem County,43.9
Idaho,Gooding County,37.8
Idaho,Idaho County,50.4
Idaho,Jefferson County,31.9
Idaho,Jerome County,33.5
Idaho,Kootenai County,40.7
Idaho,Latah County,30.1
Idaho,Lemhi County,52.6
Idaho,Lewis County,49.2
Idaho,Lincoln County,36.6
Idaho,Madison County,23.3
Idaho,Minidoka County,34.9
Idaho,Nez Perce County,40.9
Idaho,Oneida County,39.9
Idaho,Owyhee County,39.3
Idaho,Payette County,39.2
Idaho,Power County,33.8
Idaho,Shoshone County,46.3
Idaho,Teton County,39.1
Idaho,Twin Falls County,35.2
Idaho,Valley County,48.7
Idaho,Washington County,46.3
Illinois,Adams County,41.5
Illinois,Alexander County,46.6
Illinois,Bond County,42.1
Illinois,Boone County,39.7
Illinois,Brown County,37.5
Illinois,Bureau County,44.7
Illinois,Calhoun County,48.0
Illinois,Carroll County,47.7
Illinois,Cass County,40.2
Illinois,Champaign County,30.6
Illinois,Christian County,43.3
Illinois,Clark County,42.6
Illinois,Clay County,42.6
Illinois,Clinton County,41.1
Illinois,Coles County,37.0
Illinois,Cook County,37.3
Illinois,Crawford County,42.0
Illinois,Cumberland County,43.1
Illinois,DeKalb County,31.7
Illinois,De Witt County,43.6
Illinois,Douglas County,39.3
Illinois,DuPage County,39.8
Illinois,Edgar County,45.3
Illinois,Edwards County,43.9
Illinois,Effingham County,39.4
Illinois,Fayette County,41.5
Illinois,Ford County,42.0
Illinois,Franklin County,43.1
Illinois,Fulton County,43.5
Illinois,Gallatin County,46.4
Illinois,Greene County,43.5
Illinois,Grundy County,38.3
Illinois,Hamilton County,44.3
Illinois,Hancock County,45.8
Illinois,Hardin County,49.8
Illinois,Henderson County,49.8
Illinois,Henry County,43.2
Illinois,Iroquois County,44.4
Illinois,Jackson County,32.5
Illinois,Jasper County,42.3
Illinois,Jefferson County,41.0
Illinois,Jersey County,43.4
Illinois,Jo Daviess County,50.9
Illinois,Johnson County,43.9
Illinois,Kane County,38.2
Illinois,Kankakee County,38.7
Illinois,Kendall County,35.8
Illinois,Knox County,42.5
Illinois,Lake County,38.9
Illinois,LaSalle County,42.1
Illinois,Lawrence County,40.1
Illinois,Lee County,43.6
Illinois,Livingston County,41.5
Illinois,Logan County,39.9
Illinois,McDonough County,34.4
Illinois,McHenry County,40.6
Illinois,McLean County,33.8
Illinois,Macon County,41.2
Illinois,Macoupin County,43.7
Illinois,Madison County,40.4
Illinois,Marion County,41.6
Illinois,Marshall County,46.2
Illinois,Mason County,45.1
Illinois,Massac County,44.8
Illinois,Menard County,43.4
Illinois,Mercer County,44.7
Illinois,Monroe County,42.7
Illinois,Montgomery County,43.1
Illinois,Morgan County,41.8
Illinois,Moultrie County,39.7
Illinois,Ogle County,42.2
Illinois,Peoria County,38.1
Illinois,Perry County,41.0
Illinois,Piatt County,42.8
Illinois,Pike County,42.6
Illinois,Pope County,53.5
Illinois,Pulaski County,45.3
Illinois,Putnam County,46.8
Illinois,Randolph County,42.2
Illinois,Richland County,42.7
Illinois,Rock Island County,40.5
Illinois,St. Clair County,39.2
Illinois,Saline County,43.0
Illinois,Sangamon County,40.8
Illinois,Schuyler County,46.8
Illinois,Scott County,43.9
Illinois,Shelby County,45.2
Illinois,Stark County,45.2
Illinois,Stephenson County,45.7
Illinois,Tazewell County,41.4
Illinois,Union County,44.4
Illinois,Vermilion County,41.0
Illinois,Wabash County,42.6
Illinois,Warren County,40.0
Illinois,Washington County,43.9
Illinois,Wayne County,43.4
Illinois,White County,43.6
Illinois,Whiteside County,43.6
Illinois,Will County,38.4
Illinois,Williamson County,41.4
Illinois,Winnebago County,39.8
Illinois,Woodford County,40.6
Indiana,Adams County,33.7
Indiana,Allen County,36.0
Indiana,Bartholomew County,37.6
Indiana,Benton County,40.4
Indiana,Blackford County,44.6
Indiana,Boone County,38.1
Indiana,Brown County,50.3
Indiana,Carroll County,43.2
Indiana,Cass County,41.2
Indiana,Clark County,39.4
Indiana,Clay County,41.2
Indiana,Clinton County,37.8
Indiana,Crawford County,44.5
Indiana,Daviess County,34.6
Indiana,Dearborn County,42.7
Indiana,Decatur County,39.9
Indiana,DeKalb County,39.3
Indiana,Delaware County,35.9
Indiana,Dubois County,40.6
Indiana,Elkhart County,35.7
Indiana,Fayette County,43.2
Indiana,Floyd County,39.8
Indiana,Fountain County,43.3
Indiana,Franklin County,42.6
Indiana,Fulton County,41.6
Indiana,Gibson County,40.2
Indiana,Grant County,40.3
Indiana,Greene County,43.7
Indiana,Hamilton County,37.5
Indiana,Hancock County,40.1
Indiana,Harrison County,42.0
Indiana,Hendricks County,38.1
Indiana,Henry County,42.7
Indiana,Howard County,41.4
Indiana,Huntington County,40.6
Indiana,Jackson County,39.3
Indiana,Jasper County,40.4
Indiana,Jay County,40.1
Indiana,Jefferson County,41.3
Indiana,Jennings County,41.0
Indiana,Johnson County,37.6
Indiana,Knox County,39.0
Indiana,Kosciusko County,38.5
Indiana,LaGrange County,31.8
Indiana,Lake County,39.4
Indiana,LaPorte County,40.8
Indiana,Lawrence County,43.5
Indiana,Madison County,41.0
Indiana,Marion County,34.4
Indiana,Marshall County,40.0
Indiana,Martin County,43.5
Indiana,Miami County,40.7
Indiana,Monroe County,30.1
