State,County,MEDIAN_AGE_TOT
Indiana,Montgomery County,40.5
Indiana,Morgan County,42.0
Indiana,Newton County,43.7
Indiana,Noble County,39.3
Indiana,Ohio County,47.3
Indiana,Orange County,42.4
Indiana,Owen County,44.9
Indiana,Parke County,42.2
Indiana,Perry County,41.3
Indiana,Pike County,44.0
Indiana,Porter County,40.2
Indiana,Posey County,43.1
Indiana,Pulaski County,43.0
Indiana,Putnam County,39.0
Indiana,Randolph County,43.0
Indiana,Ripley County,41.0
Indiana,Rush County,42.3
Indiana,St. Joseph County,36.7
Indiana,Scott County,41.2
Indiana,Shelby County,41.5
Indiana,Spencer County,43.8
Indiana,Starke County,42.0
Indiana,Steuben County,44.0
Indiana,Sullivan County,41.4
Indiana,Switzerland County,41.1
Indiana,Tippecanoe County,28.4
Indiana,Tipton County,45.2
Indiana,Union County,43.6
Indiana,Vanderburgh County,38.5
Indiana,Vermillion County,42.6
Indiana,Vigo County,36.3
Indiana,Wabash County,42.8
Indiana,Warren County,44.0
Indiana,Warrick County,41.0
Indiana,Washington County,41.4
Indiana,Wayne County,41.4
Indiana,Wells County,40.0
Indiana,White County,42.6
Indiana,Whitley County,41.8
Iowa,Adair County,44.4
Iowa,Adams County,47.0
Iowa,Allamakee County,44.6
Iowa,Appanoose County,44.7
Iowa,Audubon County,47.4
Iowa,Benton County,42.8
Iowa,Black Hawk County,35.6
Iowa,Boone County,42.1
Iowa,Bremer County,39.5
Iowa,Buchanan County,39.6
Iowa,Buena Vista County,36.0
Iowa,Butler County,44.1
Iowa,Calhoun County,43.7
Iowa,Carroll County,41.8
Iowa,Cass County,44.8
Iowa,Cedar County,43.5
Iowa,Cerro Gordo County,44.2
Iowa,Cherokee County,46.2
Iowa,Chickasaw County,43.3
Iowa,Clarke County,40.2
Iowa,Clay County,42.0
Iowa,Clayton County,47.4
Iowa,Clinton County,42.3
Iowa,Crawford County,38.7
Iowa,Dallas County,35.4
Iowa,Davis County,36.9
Iowa,Decatur County,36.5
Iowa,Delaware County,43.2
Iowa,Des Moines County,42.4
Iowa,Dickinson County,48.6
Iowa,Dubuque County,38.6
Iowa,Emmet County,43.1
Iowa,Fayette County,43.1
Iowa,Floyd County,43.4
Iowa,Franklin County,43.0
Iowa,Fremont County,45.8
Iowa,Greene County,44.0
Iowa,Grundy County,42.5
Iowa,Guthrie County,45.6
Iowa,Hamilton County,43.1
Iowa,Hancock County,44.1
Iowa,Hardin County,44.8
Iowa,Harrison County,43.4
Iowa,Henry County,40.7
Iowa,Howard County,41.7
Iowa,Humboldt County,42.6
Iowa,Ida County,42.1
Iowa,Iowa County,42.3
Iowa,Jackson County,44.7
Iowa,Jasper County,41.7
Iowa,Jefferson County,42.9
Iowa,Johnson County,30.7
Iowa,Jones County,43.7
Iowa,Keokuk County,43.2
Iowa,Kossuth County,45.7
Iowa,Lee County,43.4
Iowa,Linn County,38.2
Iowa,Louisa County,42.1
Iowa,Lucas County,44.0
Iowa,Lyon County,38.2
Iowa,Madison County,41.3
Iowa,Mahaska County,39.3
Iowa,Marion County,39.8
Iowa,Marshall County,38.7
Iowa,Mills County,43.1
Iowa,Mitchell County,42.7
Iowa,Monona County,45.7
Iowa,Monroe County,42.8
Iowa,Montgomery County,44.4
Iowa,Muscatine County,38.6
Iowa,O'Brien County,41.2
Iowa,Osceola County,44.6
Iowa,Page County,44.6
Iowa,Palo Alto County,41.8
Iowa,Plymouth County,40.3
Iowa,Pocahontas County,45.9
Iowa,Polk County,35.8
Iowa,Pottawattamie County,40.0
Iowa,Poweshiek County,41.1
Iowa,Ringgold County,45.0
Iowa,Sac County,45.8
Iowa,Scott County,38.7
Iowa,Shelby County,46.2
Iowa,Sioux County,34.4
Iowa,Story County,26.9
Iowa,Tama County,41.9
Iowa,Taylor County,42.5
Iowa,Union County,41.2
Iowa,Van Buren County,44.5
Iowa,Wapello County,39.7
Iowa,Warren County,38.3
Iowa,Washington County,40.6
Iowa,Wayne County,42.5
Iowa,Webster County,39.1
Iowa,Winnebago County,42.1
Iowa,Winneshiek County,42.1
Iowa,Woodbury County,36.1
Iowa,Worth County,44.0
Iowa,Wright County,43.0
Kansas,Allen County,41.4
Kansas,Anderson County,41.7
Kansas,Atchison County,37.3
Kansas,Barber County,44.6
Kansas,Barton County,40.2
Kansas,Bourbon County,39.2
Kansas,Brown County,41.2
Kansas,Butler County,38.2
Kansas,Chase County,46.1
Kansas,Chautauqua County,49.2
Kansas,Cherokee County,42.5
Kansas,Cheyenne County,46.7
Kansas,Clark County,40.8
Kansas,Clay County,43.0
Kansas,Cloud County,40.5
Kansas,Coffey County,44.4
Kansas,Comanche County,45.4
Kansas,Cowley County,38.9
Kansas,Crawford County,33.9
Kansas,Decatur County,51.1
Kansas,Dickinson County,42.0
Kansas,Doniphan County,40.9
Kansas,Douglas County,30.6
Kansas,Edwards County,44.6
Kansas,Elk County,50.2
Kansas,Ellis County,33.9
Kansas,Ellsworth County,42.5
Kansas,Finney County,31.3
Kansas,Ford County,31.6
Kansas,Franklin County,39.8
Kansas,Geary County,26.7
Kansas,Gove County,44.0
Kansas,Graham County,50.4
Kansas,Grant County,34.5
Kansas,Gray County,36.2
Kansas,Greeley County,39.1
Kansas,Greenwood County,47.7
Kansas,Hamilton County,34.9
Kansas,Harper County,42.8
Kansas,Harvey County,39.4
Kansas,Haskell County,36.0
Kansas,Hodgeman County,46.3
Kansas,Jackson County,41.4
Kansas,Jefferson County,43.3
Kansas,Jewell County,51.7
Kansas,Johnson County,37.9
Kansas,Kearny County,34.8
Kansas,Kingman County,44.4
Kansas,Kiowa County,41.3
Kansas,Labette County,41.3
Kansas,Lane County,46.9
Kansas,Leavenworth County,38.1
Kansas,Lincoln County,47.8
Kansas,Linn County,45.5
Kansas,Logan County,41.1
Kansas,Lyon County,33.1
Kansas,McPherson County,40.4
Kansas,Marion County,44.5
Kansas,Marshall County,42.9
Kansas,Meade County,39.6
Kansas,Miami County,40.9
Kansas,Mitchell County,43.2
Kansas,Montgomery County,40.3
Kansas,Morris County,46.5
Kansas,Morton County,44.1
Kansas,Nemaha County,39.2
Kansas,Neosho County,40.6
Kansas,Ness County,48.5
Kansas,Norton County,43.3
Kansas,Osage County,43.4
Kansas,Osborne County,46.1
Kansas,Ottawa County,44.1
Kansas,Pawnee County,44.9
Kansas,Phillips County,45.2
Kansas,Pottawatomie County,35.5
Kansas,Pratt County,39.7
Kansas,Rawlins County,48.4
Kansas,Reno County,40.7
Kansas,Republic County,49.4
Kansas,Rice County,38.6
Kansas,Riley County,25.5
Kansas,Rooks County,44.8
Kansas,Rush County,47.9
Kansas,Russell County,46.3
Kansas,Saline County,39.5
Kansas,Scott County,39.1
Kansas,Sedgwick County,35.8
Kansas,Seward County,29.8
Kansas,Shawnee County,39.6
Kansas,Sheridan County,43.1
Kansas,Sherman County,38.9
Kansas,Smith County,50.3
Kansas,Stafford County,44.4
Kansas,Stanton County,37.7
Kansas,Stevens County,37.1
Kansas,Sumner County,41.0
Kansas,Thomas County,35.8
Kansas,Trego County,50.2
Kansas,Wabaunsee County,44.0
Kansas,Wallace County,42.5
Kansas,Washington County,44.8
Kansas,Wichita County,40.5
Kansas,Wilson County,42.7
Kansas,Woodson County,47.2
Kansas,Wyandotte County,34.1
Kentucky,Adair County,41.4
Kentucky,Allen County,40.9
Kentucky,Anderson County,40.8
Kentucky,Ballard County,44.6
Kentucky,Barren County,40.4
Kentucky,Bath County,39.9
Kentucky,Bell County,42.6
Kentucky,Boone County,37.9
Kentucky,Bourbon County,42.5
Kentucky,Boyd County,42.9
Kentucky,Boyle County,40.5
Kentucky,Bracken County,41.3
Kentucky,Breathitt County,42.9
Kentucky,Breckinridge County,43.1
Kentucky,Bullitt County,40.8
Kentucky,Butler County,41.7
Kentucky,Caldwell County,43.2
Kentucky,Calloway County,35.8
Kentucky,Campbell County,38.7
Kentucky,Carlisle County,43.3
Kentucky,Carroll County,38.1
Kentucky,Carter County,42.0
Kentucky,Casey County,42.0
Kentucky,Christian County,28.4
Kentucky,Clark County,41.7
Kentucky,Clay County,39.7
Kentucky,Clinton County,42.6
Kentucky,Crittenden County,43.7
Kentucky,Cumberland County,46.3
Kentucky,Daviess County,38.7
Kentucky,Edmonson County,44.8
Kentucky,Elliott County,43.1
Kentucky,Estill County,43.3
Kentucky,Fayette County,35.0
Kentucky,Fleming County,41.0
Kentucky,Floyd County,42.3
Kentucky,Franklin County,41.1
Kentucky,Fulton County,41.8
Kentucky,Gallatin County,39.1
Kentucky,Garrard County,43.6
Kentucky,Grant County,37.2
Kentucky,Graves County,40.5
Kentucky,Grayson County,40.5
Kentucky,Green County,45.2
Kentucky,Greenup County,43.8
Kentucky,Hancock County,40.4
Kentucky,Hardin County,37.2
Kentucky,Harlan County,41.8
Kentucky,Harrison County,42.1
Kentucky,Hart County,40.0
Kentucky,Henderson County,40.8
Kentucky,Henry County,41.7
Kentucky,Hickman County,48.7
Kentucky,Hopkins County,41.5
Kentucky,Jackson County,42.0
Kentucky,Jefferson County,38.5
Kentucky,Jessamine County,38.4
Kentucky,Johnson County,42.2
Kentucky,Kenton County,37.6
Kentucky,Knott County,43.7
Kentucky,Knox County,39.6
Kentucky,Larue County,40.7
Kentucky,Laurel County,40.0
Kentucky,Lawrence County,41.5
Kentucky,Lee County,42.3
Kentucky,Leslie County,43.1
Kentucky,Letcher County,43.4
Kentucky,Lewis County,42.8
Kentucky,Lincoln County,41.5
Kentucky,Livingston County,47.0
Kentucky,Logan County,40.6
Kentucky,Lyon County,49.4
Kentucky,McCracken County,42.0
Kentucky,McCreary County,39.5
Kentucky,McLean County,42.8
Kentucky,Madison County,34.5
Kentucky,Magoffin County,42.7
Kentucky,Marion County,39.9
Kentucky,Marshall County,45.1
Kentucky,Martin County,39.8
Kentucky,Mason County,41.3
Kentucky,Meade County,39.5
Kentucky,Menifee County,46.0
Kentucky,Mercer County,42.8
Kentucky,Metcalfe County,42.2
Kentucky,Monroe County,42.4
Kentucky,Montgomery County,39.8
Kentucky,Morgan County,41.7
Kentucky,Muhlenberg County,41.9
Kentucky,Nelson County,39.6
Kentucky,Nicholas County,40.7
Kentucky,Ohio County,40.3
Kentucky,Oldham County,39.6
Kentucky,Owen County,43.1
Kentucky,Owsley County,42.8
Kentucky,Pendleton County,41.7
Kentucky,Perry County,41.3
Kentucky,Pike County,43.4
Kentucky,Powell County,39.5
Kentucky,Pulaski County,42.2
Kentucky,Robertson County,46.5
Kentucky,Rockcastle County,43.5
Kentucky,Rowan County,31.1
Kentucky,Russell County,43.6
Kentucky,Scott County,36.4
Kentucky,Shelby County,39.8
Kentucky,Simpson County,39.4
Kentucky,Spencer County,42.0
Kentucky,Taylor County,38.2
Kentucky,Todd County,38.0
Kentucky,Trigg County,46.6
Kentucky,Trimble County,42.9
Kentucky,Union County,38.9
Kentucky,Warren County,32.8
Kentucky,Washington County,41.8
Kentucky,Wayne County,44.5
Kentucky,Webster County,41.0
Kentucky,Whitley County,36.2
Kentucky,Wolfe County,42.8
Kentucky,Woodford County,43.0
Louisiana,Acadia Parish,37.3
Louisiana,Allen Parish,37.7
Louisiana,Ascension Parish,36.1
Louisiana,Assumption Parish,41.8
Louisiana,Avoyelles Parish,38.6
Louisiana,Beauregard Parish,37.4
Louisiana,Bienville Parish,42.8
Louisiana,Bossier Parish,36.0
Louisiana,Caddo Parish,38.5
Louisiana,Calcasieu Parish,36.3
Louisiana,Caldwell Parish,40.1
Louisiana,Cameron Parish,40.8
Louisiana,Catahoula Parish,39.7
Louisiana,Claiborne Parish,41.8
Louisiana,Concordia Parish,38.1
Louisiana,De Soto Parish,40.2
Louisiana,East Baton Rouge Parish,34.5
Louisiana,East Carroll Parish,36.0
Louisiana,East Feliciana Parish,43.6
Louisiana,Evangeline Parish,36.6
Louisiana,Franklin Parish,38.8
Louisiana,Grant Parish,37.7
Louisiana,Iberia Parish,37.4
Louisiana,Iberville Parish,39.5
Louisiana,Jackson Parish,41.6
Louisiana,Jefferson Parish,39.6
Louisiana,Jefferson Davis Parish,38.0
Louisiana,Lafayette Parish,36.0
Louisiana,Lafourche Parish,38.5
Louisiana,LaSalle Parish,38.5
Louisiana,Lincoln Parish,28.5
Louisiana,Livingston Parish,36.5
Louisiana,Madison Parish,35.5
Louisiana,Morehouse Parish,40.3
Louisiana,Natchitoches Parish,33.8
Louisiana,Orleans Parish,37.7
Louisiana,Ouachita Parish,36.4
Louisiana,Plaquemines Parish,37.1
Louisiana,Pointe Coupee Parish,43.5
Louisiana,Rapides Parish,37.9
Louisiana,Red River Parish,42.2
Louisiana,Richland Parish,39.5
Louisiana,Sabine Parish,41.9
Louisiana,St. Bernard Parish,35.1
Louisiana,St. Charles Parish,38.4
Louisiana,St. Helena Parish,41.7
Louisiana,St. James Parish,39.5
Louisiana,St. John the Baptist Parish,37.8
Louisiana,St. Landry Parish,37.2
Louisiana,St. Martin Parish,38.3
Louisiana,St. Mary Parish,39.7
Louisiana,St. Tammany Parish,40.5
Louisiana,Tangipahoa Parish,35.9
Louisiana,Tensas Parish,47.4
Louisiana,Terrebonne Parish,37.1
Louisiana,Union Parish,43.3
Louisiana,Vermilion Parish,38.3
Louisiana,Vernon Parish,31.1
Louisiana,Washington Parish,39.8
Louisiana,Webster Parish,41.3
Louisiana,West Baton Rouge Parish,36.8
Louisiana,West Carroll Parish,40.8
Louisiana,West Feliciana Parish,42.7
Louisiana,Winn Parish,41.2
Maine,Androscoggin County,41.1
Maine,Aroostook County,48.6
Maine,Cumberland County,42.3
Maine,Franklin County,46.5
Maine,Hancock County,49.1
Maine,Kennebec County,44.6
Maine,Knox County,48.8
Maine,Lincoln County,51.0
Maine,Oxford County,48.0
Maine,Penobscot County,42.3
Maine,Piscataquis County,51.8
Maine,Sagadahoc County,46.7
Maine,Somerset County,46.7
Maine,Waldo County,47.0
Maine,Washington County,48.6
Maine,York County,45.4
Maryland,Allegany County,41.4
Maryland,Anne Arundel County,38.5
Maryland,Baltimore County,39.6
Maryland,Calvert County,40.6
Maryland,Caroline County,40.0
Maryland,Carroll County,42.1
Maryland,Cecil County,40.8
Maryland,Charles County,38.5
Maryland,Dorchester County,44.7
Maryland,Frederick County,39.1
Maryland,Garrett County,47.2
Maryland,Harford County,40.5
Maryland,Howard County,39.0
Maryland,Kent County,48.8
Maryland,Montgomery County,39.7
Maryland,Prince George's County,37.8
Maryland,Queen Anne's County,44.9
Maryland,St. Mary's County,36.9
Maryland,Somerset County,37.7
Maryland,Talbot County,51.1
Maryland,Washington County,40.6
Maryland,Wicomico County,36.1
Maryland,Worcester County,50.7
Maryland,Baltimore city,35.9
Massachusetts,Barnstable County,54.3
Massachusetts,Berkshire County,47.6
Massachusetts,Bristol County,41.1
Massachusetts,Dukes County,48.5
Massachusetts,Essex County,40.9
Massachusetts,Franklin County,47.2
Massachusetts,Hampden County,39.1
Massachusetts,Hampshire County,36.8
Massachusetts,Middlesex County,38.6
Massachusetts,Nantucket County,40.3
Massachusetts,Norfolk County,40.8
Massachusetts,Plymouth County,42.9
Massachusetts,Suffolk County,33.3
Massachusetts,Worcester County,40.2
Michigan,Alcona County,58.7
Michigan,Alger County,49.8
Michigan,Allegan County,40.2
Michigan,Alpena County,47.7
Michigan,Antrim County,52.1
Michigan,Arenac County,50.3
Michigan,Baraga County,45.9
Michigan,Barry County,42.6
Michigan,Bay County,43.8
Michigan,Benzie County,50.3
Michigan,Berrien County,42.4
Michigan,Branch County,41.1
Michigan,Calhoun County,40.0
Michigan,Cass County,45.2
Michigan,Charlevoix County,49.2
Michigan,Cheboygan County,51.8
Michigan,Chippewa County,40.5
Michigan,Clare County,47.6
Michigan,Clinton County,40.9
Michigan,Crawford County,50.9
Michigan,Delta County,47.9
Michigan,Dickinson County,46.6
Michigan,Eaton County,41.3
Michigan,Emmet County,46.3
Michigan,Genesee County,40.8
Michigan,Gladwin County,50.6
Michigan,Gogebic County,51.8
Michigan,Grand Traverse County,43.3
Michigan,Gratiot County,39.7
Michigan,Hillsdale County,42.9
Michigan,Houghton County,33.1
Michigan,Huron County,49.4
Michigan,Ingham County,32.6
Michigan,Ionia County,38.8
Michigan,Iosco County,53.5
Michigan,Iron County,54.7
Michigan,Isabella County,29.5
Michigan,Jackson County,41.2
Michigan,Kalamazoo County,34.7
Michigan,Kalkaska County,44.4
Michigan,Kent County,35.6
Michigan,Keweenaw County,58.7
Michigan,Lake County,54.3
Michigan,Lapeer County,44.8
Michigan,Leelanau County,55.0
Michigan,Lenawee County,42.0
Michigan,Livingston County,43.7
Michigan,Luce County,44.6
Michigan,Mackinac County,52.2
Michigan,Macomb County,41.2
Michigan,Manistee County,49.7
Michigan,Marquette County,39.4
Michigan,Mason County,46.9
Michigan,Mecosta County,37.4
Michigan,Menominee County,49.7
Michigan,Midland County,41.6
Michigan,Missaukee County,43.2
Michigan,Monroe County,43.0
Michigan,Montcalm County,41.2
Michigan,Montmorency County,56.8
Michigan,Muskegon County,39.7
Michigan,Newaygo County,43.0
Michigan,Oakland County,41.2
Michigan,Oceana County,43.7
Michigan,Ogemaw County,50.4
Michigan,Ontonagon County,59.2
Michigan,Osceola County,44.1
Michigan,Oscoda County,52.6
Michigan,Otsego County,44.8
Michigan,Ottawa County,35.7
Michigan,Presque Isle County,56.0
Michigan,Roscommon County,56.8
Michigan,Saginaw County,41.1
Michigan,St. Clair County,44.4
Michigan,St. Joseph County,39.9
Michigan,Sanilac County,45.3
Michigan,Schoolcraft County,52.3
Michigan,Shiawassee County,43.0
Michigan,Tuscola County,45.1
Michigan,Van Buren County,41.7
Michigan,Washtenaw County,34.1
Michigan,Wayne County,37.9
Michigan,Wexford County,41.9
Minnesota,Aitkin County,56.4
Minnesota,Anoka County,38.7
Minnesota,Becker County,42.0
Minnesota,Beltrami County,34.5
Minnesota,Benton County,36.4
Minnesota,Big Stone County,48.6
Minnesota,Blue Earth County,31.3
Minnesota,Brown County,41.7
Minnesota,Carlton County,41.1
Minnesota,Carver County,38.4
Minnesota,Cass County,49.5
Minnesota,Chippewa County,40.8
Minnesota,Chisago County,40.7
Minnesota,Clay County,33.1
Minnesota,Clearwater County,42.3
Minnesota,Cook County,52.9
Minnesota,Cottonwood County,42.5
Minnesota,Crow Wing County,44.6
Minnesota,Dakota County,38.4
Minnesota,Dodge County,38.6
Minnesota,Douglas County,44.1
Minnesota,Faribault County,44.7
Minnesota,Fillmore County,42.2
Minnesota,Freeborn County,44.0
Minnesota,Goodhue County,43.0
Minnesota,Grant County,44.6
Minnesota,Hennepin County,36.8
Minnesota,Houston County,45.1
Minnesota,Hubbard County,48.1
Minnesota,Isanti County,39.7
Minnesota,Itasca County,46.7
Minnesota,Jackson County,44.9
Minnesota,Kanabec County,44.9
Minnesota,Kandiyohi County,39.4
Minnesota,Kittson County,47.6
Minnesota,Koochiching County,50.8
Minnesota,Lac qui Parle County,49.8
Minnesota,Lake County,49.7
Minnesota,Lake of the Woods County,50.8
Minnesota,Le Sueur County,41.0
Minnesota,Lincoln County,45.0
Minnesota,Lyon County,36.7
Minnesota,McLeod County,41.4
Minnesota,Mahnomen County,35.2
Minnesota,Marshall County,43.4
Minnesota,Martin County,45.4
Minnesota,Meeker County,42.3
Minnesota,Mille Lacs County,41.0
Minnesota,Morrison County,42.1
Minnesota,Mower County,38.8
Minnesota,Murray County,47.1
Minnesota,Nicollet County,37.2
Minnesota,Nobles County,36.5
Minnesota,Norman County,43.3
Minnesota,Olmsted County,37.3
Minnesota,Otter Tail County,46.5
Minnesota,Pennington County,39.8
Minnesota,Pine County,45.7
Minnesota,Pipestone County,40.8
Minnesota,Polk County,38.9
Minnesota,Pope County,46.1
Minnesota,Ramsey County,35.3
Minnesota,Red Lake County,42.8
Minnesota,Redwood County,41.5
Minnesota,Renville County,43.2
Minnesota,Rice County,36.9
Minnesota,Rock County,41.3
Minnesota,Roseau County,42.1
Minnesota,St. Louis County,40.9
Minnesota,Scott County,37.1
Minnesota,Sherburne County,36.6
Minnesota,Sibley County,41.8
Minnesota,Stearns County,35.0
Minnesota,Steele County,39.7
Minnesota,Stevens County,33.0
Minnesota,Swift County,43.1
Minnesota,Todd County,43.7
Minnesota,Traverse County,47.0
Minnesota,Wabasha County,45.7
Minnesota,Wadena County,41.2
Minnesota,Waseca County,40.1
Minnesota,Washington County,39.6
Minnesota,Watonwan County,40.8
Minnesota,Wilkin County,43.1
Minnesota,Winona County,36.1
Minnesota,Wright County,37.2
Minnesota,Yellow Medicine County,42.4
Mississippi,Adams County,42.1
Mississippi,Alcorn County,40.8
Mississippi,Amite County,47.6
Mississippi,Attala County,39.8
Mississippi,Benton County,42.8
Mississippi,Bolivar County,36.4
Mississippi,Calhoun County,42.1
Mississippi,Carroll County,46.9
Mississippi,Chickasaw County,37.9
Mississippi,Choctaw County,43.9
Mississippi,Claiborne County,31.9
Mississippi,Clarke County,42.6
Mississippi,Clay County,40.1
Mississippi,Coahoma County,35.6
Mississippi,Copiah County,39.8
Mississippi,Covington County,38.6
Mississippi,DeSoto County,37.1
Mississippi,Forrest County,33.2
Mississippi,Franklin County,43.1
Mississippi,George County,36.0
Mississippi,Greene County,38.6
Mississippi,Grenada County,39.8
Mississippi,Hancock County,44.8
Mississippi,Harrison County,37.1
Mississippi,Hinds County,35.8
Mississippi,Holmes County,35.5
Mississippi,Humphreys County,38.4
Mississippi,Issaquena County,40.2
Mississippi,Itawamba County,39.7
Mississippi,Jackson County,39.5
Mississippi,Jasper County,42.1
Mississippi,Jefferson County,39.6
Mississippi,Jefferson Davis County,44.6
Mississippi,Jones County,38.1
Mississippi,Kemper County,41.2
Mississippi,Lafayette County,32.0
Mississippi,Lamar County,36.9
Mississippi,Lauderdale County,38.9
Mississippi,Lawrence County,40.1
Mississippi,Leake County,38.0
Mississippi,Lee County,37.7
Mississippi,Leflore County,34.1
Mississippi,Lincoln County,40.0
Mississippi,Lowndes County,37.2
Mississippi,Madison County,37.8
Mississippi,Marion County,40.6
Mississippi,Marshall County,41.5
Mississippi,Monroe County,41.7
Mississippi,Montgomery County,43.6
Mississippi,Neshoba County,36.2
Mississippi,Newton County,38.1
Mississippi,Noxubee County,37.6
Mississippi,Oktibbeha County,26.3
Mississippi,Panola County,38.1
Mississippi,Pearl River County,40.9
Mississippi,Perry County,41.3
Mississippi,Pike County,37.7
Mississippi,Pontotoc County,36.9
Mississippi,Prentiss County,39.4
Mississippi,Quitman County,41.0
Mississippi,Rankin County,38.7
Mississippi,Scott County,36.9
Mississippi,Sharkey County,41.7
Mississippi,Simpson County,40.3
Mississippi,Smith County,42.1
Mississippi,Stone County,39.2
Mississippi,Sunflower County,36.3
Mississippi,Tallahatchie County,37.0
Mississippi,Tate County,38.5
Mississippi,Tippah County,38.9
Mississippi,Tishomingo County,43.2
Mississippi,Tunica County,34.0
Mississippi,Union County,38.4
Mississippi,Walthall County,41.5
Mississippi,Warren County,39.8
Mississippi,Washington County,38.1
Mississippi,Wayne County,39.1
Mississippi,Webster County,40.5
Mississippi,Wilkinson County,38.9
Mississippi,Winston County,41.9
Mississippi,Yalobusha County,43.3
Mississippi,Yazoo County,36.2
Missouri,Adair County,28.2
Missouri,Andrew County,41.8
Missouri,Atchison County,47.7
Missouri,Audrain County,39.9
Missouri,Barry County,43.3
Missouri,Barton County,42.5
Missouri,Bates County,41.7
Missouri,Benton County,54.4
Missouri,Bollinger County,44.8
Missouri,Boone County,31.9
Missouri,Buchanan County,38.4
Missouri,Butler County,40.4
Missouri,Caldwell County,42.2
Missouri,Callaway County,39.3
Missouri,Camden County,52.8
Missouri,Cape Girardeau County,36.7
Missouri,Carroll County,43.3
Missouri,Carter County,43.4
Missouri,Cass County,40.2
Missouri,Cedar County,44.3
Missouri,Chariton County,45.4
Missouri,Christian County,38.5
Missouri,Clark County,44.1
Missouri,Clay County,37.4
Missouri,Clinton County,41.7
Missouri,Cole County,39.4
Missouri,Cooper County,39.2
Missouri,Crawford County,42.6
Missouri,Dade County,46.7
Missouri,Dallas County,43.0
Missouri,Daviess County,41.4
Missouri,DeKalb County,40.6
Missouri,Dent County,44.6
Missouri,Douglas County,47.2
Missouri,Dunklin County,39.9
Missouri,Franklin County,41.4
Missouri,Gasconade County,46.2
Missouri,Gentry County,40.1
Missouri,Greene County,36.3
Missouri,Grundy County,41.3
Missouri,Harrison County,43.1
Missouri,Henry County,44.2
Missouri,Hickory County,55.6
Missouri,Holt County,48.7
Missouri,Howard County,39.5
Missouri,Howell County,40.9
Missouri,Iron County,45.2
Missouri,Jackson County,37.0
Missouri,Jasper County,36.6
Missouri,Jefferson County,40.0
Missouri,Johnson County,30.5
Missouri,Knox County,44.3
Missouri,Laclede County,39.8
Missouri,Lafayette County,41.6
Missouri,Lawrence County,39.8
Missouri,Lewis County,39.3
Missouri,Lincoln County,37.2
Missouri,Linn County,42.4
Missouri,Livingston County,40.5
Missouri,McDonald County,39.0
Missouri,Macon County,44.0
Missouri,Madison County,42.2
Missouri,Maries County,45.9
Missouri,Marion County,39.4
Missouri,Mercer County,43.7
Missouri,Miller County,41.3
Missouri,Mississippi County,40.4
Missouri,Moniteau County,38.3
Missouri,Monroe County,46.7
Missouri,Montgomery County,44.3
Missouri,Morgan County,45.4
Missouri,New Madrid County,42.3
Missouri,Newton County,40.4
Missouri,Nodaway County,29.9
Missouri,Oregon County,46.2
Missouri,Osage County,41.2
Missouri,Ozark County,52.3
